ID,TemporaryMark,Gender,AutonomousCommunity,SchoolOwnership,Pond,PondMax3,KindOfPlace,Income,LivingUnit,DependentPersons,WorkConfinement,WorkConfinementsSecondAdult,ChildEarlyEducation1,ChildEarlyEducation2,ChildPrimaryEducation,ChildSecondaryEducation,ChildBaccaleaurate,ChildVocationalTraining,ChildrenSpecialNeeds,WorkloadChange,HouseworkMore,Sleep,Leisure,Sports,Friends,ExtendedFamily,Past,Future,Sex,Reconciling,DomesticHelp,Tired,TimeOff,InterruptChildren,InterruptChildrenFrequency,ChildrenSchookwork,ShareElectronicDevices,Bedtime,PositiveImpact,Bonding,BondingNeighbours,TastesAndAbilities,Responsability,Adaptarion,Understanding,NegativeImpact,Anxiety,Loneliness,Sadness,LossFamilyMember,FinancialLoss,Arguments,AlcoholMedicationDrug,TechnologyUse,NegativeImpactOther,NegativeImpactNoanswer,ChildPhysicalActivity,ChildScreens,ChildSleep,ChildDiet,ChildFear,ChildFrustation,Irritability,Boredom,ChildFake,ChildIFriends,ChildFriendship,ChildSpace,ChildIntrospection,ChildLeavingHome,ChildNoVariation,ChildNoAnswers,ChildMissExercise,ChildMissFriends,ChildMissExperience,ChildMissContents,ChildMissGroup,ChildMissExam,ChildMissTeacher,HelpOnline,SchoolCommunication,ParentsGroups,ParentsCommunicationReturn,SchoolFees,ChallengeContent,ChallengeMonitoring,ChallengeEmotionalSupport,ChallengeNeeds,ChallengeEvaluation,ChallengeCommunication,ChallengeOnline,ChallengeEquipment,ChallengeVulnerable,ChallengeAny,PriorityCustody,PriorityContent,PriorityAutonomy,PrioritySocialisation,PriorityEmotional,FamiliesCollaboration,SchoolSpace,SpaceBarracks,SpacePorch,SpaceDining,SpaceHall,SpaceGym,SpaceOther,SpaceNone,SpaceStreet,SpacePlots,SpaceParks,SpacePublic,SpaceSurroundingOther,SpaceSurroundingNone,ActivitiesOutside,Selección,filter_,SchoolOwnership1
6497,2020/07/02 10:13:36 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,1,1,0,0,0,0,2,2,2,1,4,3,4,3,4,3,2,0,2,1,,,2,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,3,3,2,,1,0,1,0,0,0,0,0,0,0,2,2,3,3,3,3,2,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,Público
6498,2020/07/02 10:13:59 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,1,0,0,0,0,0,2,2,2,,1,2,3,4,2,2,2,0,2,0,1,2,2,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,2,2,0,1,0,0,0,0,0,0,0,0,3,3,2,3,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,Público
6499,2020/07/02 11:06:42 p. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,0,0,0,0,0,1,0,0,0,0,1,2,4,3,3,4,4,4,4,2,2,0,0,1,0,,2,1,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,2,,1,1,0,0,0,0,0,0,0,0,3,3,2,2,2,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,Concertado
6500,2020/07/02 11:58:14 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,0,1,0,0,0,0,2,2,2,3,2,2,4,3,3,3,2,0,0,1,1,2,2,1,0,1,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,4,3,3,3,2,1,1,1,1,1,1,1,1,1,0,2,2,3,3,3,3,3,0,1,1,0,0,1,0,0,0,1,0,0,0,3,1,1,Público
6501,2020/07/02 12:54:16 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,0,0,1,0,0,0,2,2,2,4,3,3,4,4,4,2,2,0,2,2,1,2,4,1,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,2,2,2,1,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,Público
6502,2020/07/02 4:38:18 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,0,1,0,0,0,0,2,2,2,1,1,2,4,4,4,3,1,0,2,0,0,,2,1,1,2,1,0,1,0,1,0,2,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,3,1,,0,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,3,0,1,0,1,1,0,0,0,0,1,1,0,0,3,1,1,Público
6503,2020/07/02 4:50:51 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,0,0,1,1,0,0,0,0,7,0,3,1,1,2,1,3,3,3,1,2,1,0,0,,4,1,0,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,1,2,,1,1,1,0,0,1,0,0,1,0,3,3,3,3,3,3,3,0,0,1,1,1,0,0,1,1,1,1,0,0,3,1,1,Público
6504,2020/07/02 4:53:40 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,1,0,0,0,0,0,3,2,2,1,2,2,2,3,4,3,2,2,2,0,0,,3,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,3,2,1,1,,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,2,1,1,1,0,1,0,0,0,0,1,1,0,0,3,1,1,Público
6505,2020/07/02 5:01:43 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,0,4,1,2,4,4,3,3,4,4,2,2,0,0,0,1,2,2,1,1,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,3,2,2,0,0,1,1,0,0,0,0,1,0,1,2,3,3,3,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,Público
6506,2020/07/02 5:12:50 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,2,0,0,1,1,0,0,1,0,0,0,7,2,2,2,1,3,4,3,1,1,2,0,2,1,1,1,4,1,1,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,2,3,0,1,0,1,0,1,0,1,1,1,1,0,0,3,1,1,Privado
6507,2020/07/02 6:06:44 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,1,1,0,0,0,0,0,2,2,2,4,4,3,3,3,4,3,2,0,2,0,0,,3,1,1,1,1,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,3,2,3,2,,1,0,0,0,1,1,1,1,0,0,2,3,2,3,3,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,2,1,1,Público
6508,2020/07/02 6:15:23 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,3,2,3,2,3,3,3,4,4,4,2,2,2,0,1,3,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3,3,3,3,2,0,0,0,0,0,0,1,0,0,0,2,2,3,3,3,3,3,0,1,1,1,0,0,0,0,0,0,1,0,0,3,1,1,Público
6509,2020/07/02 8:11:10 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,1,0,0,0,0,0,2,2,3,1,1,2,3,4,3,3,2,0,2,0,,,4,1,1,2,1,1,0,0,1,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,0,1,1,1,1,1,0,0,0,1,1,0,0,3,1,1,Público
6510,2020/07/02 8:51:58 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,1,2,2,2,2,2,2,4,4,3,2,0,2,1,1,3,3,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,3,2,3,1,,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,2,3,0,0,1,1,1,0,0,0,0,0,1,0,0,3,1,1,Público
6511,2020/07/02 8:58:22 a. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,0,0,0,0,1,0,1,0,0,0,2,2,3,2,2,3,4,4,3,4,0,0,0,2,0,,2,1,1,2,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,4,3,3,2,1,1,0,0,0,1,0,1,1,0,0,2,3,3,3,3,3,2,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Concertado
6512,2020/07/02 9:25:07 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,0,0,0,0,0,1,3,2,2,1,1,2,3,4,3,4,2,0,2,0,1,3,2,1,1,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,2,4,2,2,0,0,0,1,0,0,0,0,0,0,2,2,2,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,Público
6513,2020/07/03 9:26:53 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,1,1,1,0,0,1,0,0,0,0,6,2,2,1,1,2,2,3,1,2,2,0,2,0,1,3,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,3,2,4,2,1,1,0,0,0,0,1,0,1,1,0,3,3,3,3,3,3,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,1,Público
6514,2020/07/04 2:12:18 a. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,0,0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,4,4,3,0,0,2,2,1,3,3,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,2,2,2,1,1,1,1,0,0,1,1,0,1,0,1,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,Concertado
6515,2020/07/04 9:54:15 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,0,0,0,0,0,0,3,2,4,4,2,3,3,4,4,4,0,0,0,1,1,2,2,0,1,2,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,4,4,2,0,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
6516,2020/07/05 12:52:11 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,1,0,1,0,0,1,1,0,0,0,7,2,1,1,1,1,1,1,2,1,2,0,2,0,0,,2,1,1,2,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,Público
6517,2020/07/05 9:06:24 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,0,1,2,3,2,1,4,4,4,3,2,0,0,0,2,0,,3,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,3,2,2,0,0,0,0,0,1,1,0,0,0,2,2,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
6518,2020/07/05 9:54:18 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,0,0,0,1,0,0,0,0,2,2,2,1,2,3,3,3,3,2,2,2,2,0,0,,3,1,1,1,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,4,4,3,4,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,1,Público
6519,2020/07/06 11:52:33 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,1,2,3,2,1,4,4,4,3,2,0,0,0,2,0,,3,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,3,2,2,0,0,0,0,0,1,1,0,0,0,2,2,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
6520,2020/07/06 11:52:33 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,0,1,0,0,0,1,2,3,2,1,4,4,4,3,2,0,0,0,2,0,,3,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,3,2,2,0,0,0,0,0,1,1,0,0,0,2,2,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
6521,2020/07/08 11:34:19 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,1,0,0,0,0,0,7,1,3,2,4,2,2,3,3,3,0,0,0,2,0,,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,4,2,4,2,,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,2,1,0,0,1,1,1,0,0,0,0,1,0,0,3,1,1,Público
6522,2020/06/30 1:18:51 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,4,2,3,3,3,3,3,2,3,3,0,0,0,2,1,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,3,1,2,0,0,1,0,1,0,0,0,0,0,2,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,Público
6523,2020/06/30 3:05:02 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,3,2,4,3,2,4,4,4,4,3,1,0,1,1,1,2,3,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,3,2,0,1,1,0,1,1,0,0,0,1,0,0,0,2,1,1,Público
6524,2020/06/30 7:27:59 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,0,0,0,0,0,0,3,2,4,3,2,4,3,4,4,2,2,,0,1,1,2,2,0,1,2,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,4,4,3,2,2,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,Público
6525,2020/07/01 10:15:02 a. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,1,2,3,4,4,2,4,2,2,2,2,0,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,3,2,4,2,2,0,0,1,0,1,1,1,0,1,0,2,2,3,3,3,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,Público
6526,2020/07/01 10:45:41 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,0,3,2,4,4,4,4,3,4,3,3,2,0,2,1,1,2,3,1,1,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,1,Público
6527,2020/07/01 11:55:42 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,1,0,1,0,1,1,0,0,0,0,2,2,2,1,3,4,2,4,3,1,2,0,2,0,1,3,3,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,4,3,,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,2,1,1,Público
6528,2020/07/01 12:26:04 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,3,2,4,3,2,4,4,4,4,3,1,0,1,1,1,2,3,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,3,2,0,1,1,0,1,1,0,0,0,1,0,0,0,2,1,1,Público
6529,2020/07/01 4:11:57 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,1,1,0,1,1,0,0,0,0,0,4,2,4,4,2,3,3,1,4,2,1,0,2,2,1,2,2,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,4,2,3,2,,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,Público
6530,2020/07/01 4:31:15 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,4,4,4,4,2,2,0,2,0,0,,2,1,1,2,1,1,1,1,1,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,3,3,4,2,2,1,1,1,0,0,0,1,1,0,0,3,3,3,3,3,3,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Público
6531,2020/07/01 4:50:17 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,0,1,2,3,2,2,3,2,4,3,3,2,0,2,2,1,2,2,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,3,1,1,Público
6532,2020/07/01 5:02:00 p. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,0,1,1,0,1,0,0,0,0,0,3,2,3,3,1,2,1,4,4,2,2,2,2,1,1,1,1,1,1,2,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,2,2,1,2,1,0,0,0,0,0,1,1,0,0,2,2,3,3,3,3,2,0,1,1,0,1,0,0,0,0,1,1,0,0,2,1,1,Concertado
6533,2020/07/01 6:20:49 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,0,0,0,0,0,1,2,3,2,2,2,4,3,3,3,2,0,2,0,1,2,2,0,0,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,4,2,3,3,2,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,3,1,1,0,0,1,1,1,0,0,0,0,1,0,0,3,1,1,Público
6534,2020/07/01 6:55:55 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,2,0,1,1,0,1,1,0,0,0,0,4,2,4,4,3,4,4,4,3,3,0,2,1,2,1,2,3,1,1,2,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,2,1,1,0,0,0,1,0,1,0,0,2,3,3,3,3,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,Privado
6535,2020/07/03 11:45:44 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,0,0,1,0,0,0,0,0,4,2,4,3,2,2,1,3,4,2,2,0,1,1,1,2,2,1,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,4,3,4,2,2,0,0,1,0,0,1,1,1,1,0,3,3,3,3,3,3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,3,1,1,Público
6536,2020/07/03 12:15:48 a. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,0,1,1,0,0,1,0,0,0,0,3,2,3,3,2,2,2,3,1,3,2,0,2,1,1,3,,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,Concertado
6537,2020/07/03 3:15:16 p. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,1,,3,0,0,1,0,0,1,0,0,0,0,4,2,2,2,2,2,2,4,4,2,2,2,2,0,1,2,2,1,1,2,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,3,2,3,2,3,3,3,0,0,1,0,1,0,0,1,0,1,1,0,0,3,1,1,Público
6538,2020/07/08 10:58:49 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,0,1,0,1,0,0,0,0,4,2,2,1,2,2,2,2,2,2,2,0,2,0,1,2,4,1,1,1,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,2,3,2,2,1,0,1,1,0,1,0,0,0,0,3,2,3,3,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,Público
6539,2020/07/08 11:32:14 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,1,1,1,,0,1,1,0,0,0,0,3,2,4,2,1,4,4,1,4,1,2,2,2,0,1,2,2,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,1,1,,0,0,0,0,0,0,1,0,0,0,2,3,3,3,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,Público
6540,2020/07/02 11:41:19 a. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,,,2,0,1,1,0,0,1,0,0,0,0,3,2,2,2,2,3,3,2,2,2,2,0,2,1,1,1,3,1,1,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,3,4,3,2,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,3,0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,1,Concertado
6541,2020/07/01 11:10:45 p. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,2,,2,0,1,1,0,0,1,0,0,0,0,1,2,4,1,2,2,2,4,3,2,2,0,1,0,1,2,2,1,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,3,2,2,0,0,0,0,0,1,0,0,0,0,3,2,3,2,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,1,Concertado
6542,2020/07/01 6:42:54 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,0,0,0,0,1,1,0,1,0,2,2,3,3,1,1,2,4,4,4,0,2,2,1,0,,3,1,1,2,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4,4,4,2,,1,1,1,1,1,1,1,1,1,0,1,1,3,3,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,Público
6543,2020/07/02 10:50:20 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,1,1,0,0,1,0,0,0,0,4,2,3,1,2,3,1,4,4,2,2,0,2,0,1,3,2,0,1,2,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,3,1,,0,1,0,0,0,1,1,1,1,0,1,2,2,3,3,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,2,1,1,Público
