ID,TemporaryMark,Gender,AutonomousCommunity,SchoolOwnership,Pond,PondMax3,KindOfPlace,Income,LivingUnit,DependentPersons,WorkConfinement,WorkConfinementsSecondAdult,ChildEarlyEducation1,ChildEarlyEducation2,ChildPrimaryEducation,ChildSecondaryEducation,ChildBaccaleaurate,ChildVocationalTraining,ChildrenSpecialNeeds,WorkloadChange,HouseworkMore,Sleep,Leisure,Sports,Friends,ExtendedFamily,Past,Future,Sex,Reconciling,DomesticHelp,Tired,TimeOff,InterruptChildren,InterruptChildrenFrequency,ChildrenSchookwork,ShareElectronicDevices,Bedtime,PositiveImpact,Bonding,BondingNeighbours,TastesAndAbilities,Responsability,Adaptarion,Understanding,NegativeImpact,Anxiety,Loneliness,Sadness,LossFamilyMember,FinancialLoss,Arguments,AlcoholMedicationDrug,TechnologyUse,NegativeImpactOther,NegativeImpactNoanswer,ChildPhysicalActivity,ChildScreens,ChildSleep,ChildDiet,ChildFear,ChildFrustation,Irritability,Boredom,ChildFake,ChildIFriends,ChildFriendship,ChildSpace,ChildIntrospection,ChildLeavingHome,ChildNoVariation,ChildNoAnswers,ChildMissExercise,ChildMissFriends,ChildMissExperience,ChildMissContents,ChildMissGroup,ChildMissExam,ChildMissTeacher,HelpOnline,SchoolCommunication,ParentsGroups,ParentsCommunicationReturn,SchoolFees,ChallengeContent,ChallengeMonitoring,ChallengeEmotionalSupport,ChallengeNeeds,ChallengeEvaluation,ChallengeCommunication,ChallengeOnline,ChallengeEquipment,ChallengeVulnerable,ChallengeAny,PriorityCustody,PriorityContent,PriorityAutonomy,PrioritySocialisation,PriorityEmotional,FamiliesCollaboration,SchoolSpace,SpaceBarracks,SpacePorch,SpaceDining,SpaceHall,SpaceGym,SpaceOther,SpaceNone,SpaceStreet,SpacePlots,SpaceParks,SpacePublic,SpaceSurroundingOther,SpaceSurroundingNone,ActivitiesOutside,Selección,filter_,SchoolOwnership1
360,2020/07/03 5:44:20 a. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,0,,2,0,0,1,1,0,0,0,0,0,0,1,0,3,1,1,4,4,4,3,3,0,0,0,2,1,1,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,4,3,2,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,0,0,1,1,1,1,0,0,3,1,1,Privado
361,2020/07/02 4:39:52 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,0,1,1,0,0,0,0,0,0,6,1,2,2,2,3,1,4,4,2,2,2,2,0,1,3,2,1,1,2,1,0,1,1,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,3,2,2,3,2,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,Público
362,2020/07/02 5:15:58 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,1,0,1,,1,0,0,0,0,0,1,4,2,2,2,4,3,3,4,4,1,2,2,2,1,1,2,2,1,1,2,0,0,0,0,1,1,2,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,1,1,,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Público
363,2020/07/03 12:24:31 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,1,0,0,0,1,0,0,0,0,3,2,3,1,1,3,3,3,3,1,1,0,1,0,1,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,4,2,4,2,,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,Público
364,2020/07/03 7:32:24 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,1,1,1,0,1,0,0,0,0,4,2,2,4,1,2,2,4,4,3,2,0,2,1,1,3,3,0,1,2,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,1,Público
365,2020/07/09 7:06:43 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,0,1,0,1,1,0,0,0,0,7,1,3,3,3,3,1,3,4,3,0,0,0,0,0,,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,2,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,Público
366,2020/07/02 5:00:17 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,2,,2,0,1,,1,0,1,0,0,0,0,4,1,3,1,2,4,1,3,4,2,2,2,1,0,1,3,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,3,2,2,0,0,0,0,0,0,1,0,0,0,2,3,3,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,Privado
367,2020/07/03 11:08:52 a. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,2,,2,0,1,1,1,1,0,0,0,0,0,3,2,3,1,1,3,1,3,3,3,1,1,1,0,1,2,2,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,3,2,2,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,Público
368,2020/07/02 4:55:24 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,0,,2,0,0,1,1,0,0,0,0,0,0,2,1,2,2,1,3,3,4,1,2,1,0,2,1,0,,2,1,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,3,1,2,0,0,0,0,0,1,1,1,1,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
369,2020/07/02 5:27:10 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,0,,2,0,1,1,0,1,0,0,0,0,0,3,2,2,2,1,3,2,3,3,3,2,0,2,1,1,3,2,1,1,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,Público
370,2020/07/02 8:37:03 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,0,,3,1,0,1,1,0,0,0,0,0,0,2,2,2,2,1,3,2,3,4,4,2,2,2,1,1,3,4,1,1,2,1,0,1,1,0,1,2,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,4,3,2,1,0,1,0,0,1,1,1,0,0,0,3,3,2,3,3,3,1,0,1,1,0,0,0,0,0,1,1,1,0,0,3,1,1,Privado
371,2020/07/02 10:03:56 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,,,3,1,1,0,1,1,0,0,0,0,0,1,2,1,1,1,2,4,4,4,1,2,0,2,1,1,2,3,1,1,2,1,0,1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,2,3,1,1,2,1,1,1,1,1,1,1,0,1,0,2,3,2,3,3,3,3,0,0,1,1,0,1,0,0,0,0,1,0,0,3,1,1,Público
372,2020/07/02 8:00:48 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,0,,2,0,1,0,1,1,0,0,0,0,0,3,2,3,2,3,4,3,4,4,3,2,0,2,1,1,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,2,3,1,2,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Público
373,2020/07/02 11:39:11 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,0,0,0,1,0,0,0,0,1,2,3,1,1,1,1,4,2,3,2,2,2,0,0,,1,0,1,2,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,2,1,,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,Público
374,2020/07/03 12:20:28 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,1,0,1,,0,0,1,0,0,0,0,3,2,2,1,1,2,3,3,4,3,2,2,1,1,1,2,3,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,4,3,2,2,1,1,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,Privado
375,2020/07/09 12:19:40 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,0,0,0,0,0,0,3,2,2,1,1,2,3,3,3,3,2,0,2,1,1,2,4,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,3,,0,0,1,0,0,1,0,0,0,0,1,2,3,3,3,3,1,0,0,0,1,1,1,0,0,0,0,1,0,0,3,1,1,Público
376,2020/06/30 4:39:25 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,1,0,0,0,0,0,0,1,2,2,2,3,3,2,4,3,3,2,0,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,4,1,3,2,,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,2,3,0,1,1,0,1,0,0,0,0,1,1,0,0,3,1,1,Público
377,2020/06/30 9:12:24 a. m. EET,1,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,0,1,1,0,0,0,0,0,0,6,2,4,4,4,4,4,4,4,4,0,0,0,2,0,,4,0,0,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,3,3,,0,0,1,0,1,0,1,0,0,0,3,2,2,3,2,3,1,1,1,1,1,0,1,0,0,1,0,1,1,0,3,1,1,Público
378,2020/06/30 9:20:00 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,0,0,1,1,0,0,0,0,3,2,3,3,2,3,3,3,3,3,1,2,2,2,1,1,2,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,3,2,2,0,0,1,0,0,1,1,1,1,0,2,2,2,3,3,3,3,1,0,1,1,0,0,0,0,1,0,1,0,0,3,1,1,Público
379,2020/07/01 1:20:26 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,0,0,1,0,0,0,0,3,2,2,3,3,3,3,4,4,4,2,0,2,2,1,2,2,0,1,2,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,3,1,1,Público
380,2020/07/02 11:51:23 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,0,1,1,1,0,0,0,0,3,2,2,2,1,1,2,1,1,3,2,0,2,0,1,2,3,1,1,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,4,2,4,1,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,2,0,1,0,0,1,0,0,0,0,1,1,0,0,3,1,1,Público
381,2020/07/02 4:25:45 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,0,0,0,0,1,0,0,3,2,2,2,2,2,3,3,3,4,2,0,2,0,1,3,,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,1,,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,Público
382,2020/07/02 4:52:36 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,0,0,1,0,0,0,0,0,1,2,4,4,3,3,1,3,3,3,0,0,0,2,1,2,1,1,0,2,1,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,2,2,3,2,,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,3,1,1,Público
383,2020/07/02 5:04:41 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,1,0,1,1,0,1,0,5,2,3,1,1,2,4,4,4,2,2,0,2,0,1,3,4,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,4,2,4,3,2,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,2,0,1,1,1,1,0,0,0,0,1,0,0,0,2,1,1,Público
384,2020/07/02 5:08:26 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,2,29104,2,0,0,1,1,0,0,0,0,0,0,6,2,2,1,1,3,4,4,4,4,2,0,2,0,1,3,4,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Privado
385,2020/07/02 5:11:05 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,0,1,1,1,0,0,0,0,0,3,2,2,1,1,3,4,3,3,1,2,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,3,2,3,3,,0,0,1,0,0,1,1,1,0,0,2,3,2,3,3,3,3,1,1,1,0,1,1,0,0,0,1,0,0,0,3,1,1,Público
386,2020/07/02 6:22:02 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,1,0,1,0,1,0,0,0,0,0,7,2,2,2,2,2,2,4,3,2,1,0,2,1,0,,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,4,2,,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,2,2,0,1,0,0,1,1,0,0,0,1,1,1,0,2,1,1,Público
387,2020/07/02 8:55:12 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,1,0,0,0,0,0,0,3,2,2,3,3,4,3,4,3,4,0,0,0,2,1,2,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,1,2,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Público
388,2020/07/03 10:01:53 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,1,1,1,0,0,0,0,0,0,3,2,2,1,1,2,1,3,4,2,,0,2,0,1,2,2,1,1,2,1,0,1,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4,3,4,3,2,1,1,1,1,1,1,1,1,1,0,1,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Público
389,2020/07/08 9:48:25 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,2,29104,2,0,0,1,1,1,0,0,0,0,0,2,2,4,1,1,2,3,2,2,1,0,0,2,,,,2,1,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3,1,3,2,,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Público
390,2020/07/02 4:51:10 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,0,1,1,0,0,0,0,7,2,3,1,1,3,1,3,3,1,0,0,2,0,1,3,1,0,0,2,0,0,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,2,2,3,2,2,0,0,1,0,0,1,1,1,0,0,3,3,3,3,3,3,3,0,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,Público
391,2020/07/02 5:38:49 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,1,0,1,0,0,0,0,7,2,3,1,1,2,2,3,3,3,1,0,0,1,,,2,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,0,1,1,0,0,1,0,0,1,0,1,0,0,2,1,1,Público
392,2020/07/02 6:48:15 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,1,3,2,2,1,2,3,3,4,3,4,2,1,2,1,1,2,2,1,1,2,1,0,1,1,1,0,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,2,2,1,1,1,1,1,1,0,1,1,0,2,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,Público
393,2020/07/03 4:33:27 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,4,4,3,2,0,2,0,0,,3,1,0,2,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,3,3,3,1,2,1,1,1,0,0,1,0,1,0,0,2,3,3,3,3,3,3,0,0,1,1,1,1,0,0,0,0,1,0,0,3,1,1,Público
394,2020/07/03 4:42:34 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,2,0,1,1,1,1,0,0,0,0,0,4,2,2,2,2,2,3,4,3,3,2,2,2,1,1,2,,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,3,2,2,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,Privado
395,2020/07/03 8:41:00 p. m. EET,2,COMUNIDAD VALENCIANA,Concertado,.09,.09,1,,2,1,1,1,0,1,1,0,0,0,1,3,2,2,2,4,4,4,4,4,4,2,0,1,1,1,2,4,1,1,2,1,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,4,2,3,1,1,0,1,1,1,0,1,0,0,1,0,1,2,2,3,3,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,Concertado
396,2020/07/03 8:47:14 a. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,2,0,1,1,1,0,1,0,0,0,0,4,1,,2,2,2,4,4,3,2,1,0,2,1,1,2,3,1,1,2,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,2,1,0,0,0,0,0,1,1,0,0,0,2,2,3,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,Privado
397,2020/07/03 10:47:03 a. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,,,2,0,0,1,1,0,1,0,0,0,0,7,1,3,2,2,3,3,4,4,4,0,0,0,1,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,3,3,3,2,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Público
398,2020/07/02 4:29:28 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,0,1,1,0,0,0,0,3,2,2,2,2,2,2,3,3,3,0,0,2,2,1,1,4,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,3,2,2,0,0,0,0,0,0,1,0,0,0,2,3,3,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,Público
399,2020/07/02 6:28:01 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,0,0,1,0,1,0,0,0,3,2,3,2,1,2,2,4,4,2,2,2,2,0,1,2,2,0,1,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,1,Público
400,2020/07/03 12:04:31 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,1,1,1,0,0,0,0,0,0,3,2,3,2,3,3,3,3,3,2,1,0,1,1,1,2,2,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,1,2,2,1,0,0,0,1,1,1,1,0,0,2,3,3,3,3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,Público
401,2020/07/02 11:30:57 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,1,0,1,1,0,0,0,0,0,1,7,1,2,1,2,3,1,2,2,3,0,0,2,0,0,,2,0,1,2,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,3,2,1,0,0,1,1,0,1,0,1,0,0,3,3,3,3,3,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,1,Público
402,2020/07/01 10:39:15 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,1,0,0,0,0,0,0,3,2,2,1,1,3,3,3,4,2,0,0,2,0,0,1,2,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,3,4,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,1,1,1,1,1,0,0,0,0,1,1,0,3,1,1,Público
403,2020/07/01 8:45:41 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,1,0,1,0,0,0,0,6,2,,,,,4,,,,1,2,1,2,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,3,1,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,Público
404,2020/07/02 6:35:38 p. m. EET,2,COMUNIDAD VALENCIANA,Público,.27,.27,1,,2,0,0,1,1,1,0,0,0,0,0,7,2,2,1,1,2,4,3,1,4,1,0,2,,,,3,1,,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1,2,,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,3,1,1,Público
405,2020/07/02 8:34:17 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,1,0,1,1,0,0,1,0,0,0,0,4,2,2,2,2,4,3,4,4,3,0,0,2,0,1,2,3,0,1,2,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,3,1,1,0,1,1,1,0,0,0,0,0,0,1,3,1,1,Privado
406,2020/07/09 1:59:08 p. m. EET,2,COMUNIDAD VALENCIANA,Privado,.43,.43,1,,2,0,0,1,1,0,0,0,0,0,0,6,2,2,4,2,2,3,3,3,3,1,0,2,2,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,4,2,4,3,1,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,Privado
